time,source_user,destination_user,source_computer,dest_computer,auth_type,logon_type,auth_orientation,success_failure,label
2371.297073828202,U6,U10,C5,C18,Kerberos,Network,LogOff,Success,Normal
2375.9425657230445,U13,U1,C1,C4,Kerberos,Network,LogOff,Success,Normal
2376.7105561838325,U15,U18,C4,C10,?,Unlock,LogOn,Success,Normal
2385.0802236743352,U4,U18,C3,C7,NTLM,Unlock,LogOn,Success,Normal
2388.606368789001,U13,U14,C9,C1,Kerberos,Interactive,LogOn,Success,Normal
2419.6879706611626,U15,U15,C8,C17,Kerberos,Unlock,LogOff,Success,Normal
2421.066441877338,U8,U12,C1,C2,Kerberos,Interactive,LogOff,Success,Normal
2439.2317026322166,U5,U4,C6,C11,Kerberos,Unlock,LogOn,Success,Normal
2458.8243842988845,U15,U3,C9,C9,Kerberos,Unlock,LogOff,Success,Normal
2463.2388954437647,U4,U12,C7,C7,NTLM,Unlock,LogOn,Success,Normal
2487.3758571688772,U12,U7,C4,C17,Kerberos,Network,LogOff,Success,Normal
2490.8227116936955,U13,U11,C13,C17,Kerberos,Network,LogOff,Success,Normal
2504.695280344622,U2,U1,C17,C2,Kerberos,Network,LogOff,Success,Normal
2505.5071419373126,U_A,U6,C2,C6,NTLM,Unlock,LogOn,Success,Lateral Movement
2505.707268029903,U19,U15,C5,C14,NTLM,Interactive,LogOff,Success,Normal
2508.253795310942,U4,U15,C12,C6,?,Interactive,LogOff,Success,Normal
2509.256667582965,U4,U19,C8,C2,NTLM,Interactive,LogOn,Success,Normal
2523.488873252832,U_A,U11,C6,C1,NTLM,Interactive,LogOff,Success,Lateral Movement
2527.080758127732,U5,U2,C8,C10,NTLM,Network,LogOn,Success,Normal
2528.942702353593,U11,U14,C18,C5,NTLM,Network,LogOn,Success,Normal
2530.8682520226403,U10,U2,C3,C2,Kerberos,Unlock,LogOn,Success,Normal
2533.1682937680853,U8,U4,C12,C16,NTLM,Unlock,LogOn,Success,Normal
2542.4720177633862,U6,U17,C3,C2,NTLM,Interactive,LogOn,Success,Normal
2544.6864378514215,U_A,U3,C6,C10,NTLM,Network,LogOff,Success,Lateral Movement
2549.0612800657636,U8,U13,C2,C2,Kerberos,Interactive,LogOn,Success,Normal
2563.845196851129,U15,U9,C12,C16,Kerberos,Unlock,LogOn,Success,Normal
2567.681234002782,U14,U7,C2,C16,Kerberos,Unlock,LogOn,Success,Normal
2572.5453217202244,U11,U15,C6,C19,Kerberos,Interactive,LogOn,Success,Normal
2600.827614941419,U12,U11,C17,C7,NTLM,Unlock,LogOff,Success,Normal
2613.440443932862,U13,U2,C3,C12,NTLM,Interactive,LogOn,Success,Normal
2613.9288014015815,U8,U15,C2,C15,Kerberos,Network,LogOff,Success,Normal
2621.5788550026946,U18,U14,C8,C8,NTLM,Interactive,LogOn,Success,Normal
2624.4258049475543,U1,U11,C12,C6,Kerberos,Network,LogOff,Success,Normal
2626.5822420170307,U15,U3,C4,C10,NTLM,Network,LogOn,Success,Normal
2635.1781905210582,U8,U17,C5,C3,NTLM,Unlock,LogOn,Success,Normal
2646.255757693989,U11,U12,C13,C19,Kerberos,Unlock,LogOff,Success,Normal
2656.428900104767,U12,U15,C15,C17,Kerberos,Unlock,LogOn,Success,Normal
2666.767023915136,U12,U16,C16,C7,Kerberos,Interactive,LogOff,Success,Normal
2685.761565355524,U4,U5,C10,C4,Kerberos,Interactive,LogOn,Success,Normal
2687.369058424887,U16,U6,C16,C14,NTLM,Unlock,LogOff,Success,Normal
2702.21310590709,U4,U19,C12,C15,NTLM,Interactive,LogOn,Success,Normal
2703.1358440493905,U5,U5,C17,C8,Kerberos,Unlock,LogOn,Success,Normal
2708.548305975648,U5,U3,C16,C15,Kerberos,Interactive,LogOff,Success,Normal
2712.16146693219,U8,U1,C12,C14,NTLM,Network,LogOn,Success,Normal
2716.3543467048567,U10,U6,C8,C9,Kerberos,Network,LogOn,Success,Normal
2719.984098754975,U17,U15,C3,C8,NTLM,Unlock,LogOn,Success,Normal
2728.2459976717287,U9,U2,C16,C17,Kerberos,Interactive,LogOn,Success,Normal
2738.8261750208308,U19,U3,C13,C2,NTLM,Interactive,LogOn,Success,Normal
2741.4382741829,U14,U17,C19,C3,Kerberos,Network,LogOn,Success,Normal
2741.830615183383,U8,U12,C8,C8,Kerberos,Network,LogOff,Success,Normal
2771.976791154999,U9,U18,C5,C12,NTLM,Unlock,LogOff,Success,Normal
2775.4818478364195,U11,U15,C8,C1,Kerberos,Network,LogOff,Success,Normal
2776.5732480694046,U1,U12,C12,C10,Kerberos,Unlock,LogOn,Success,Normal
2780.081169467967,U14,U16,C1,C3,NTLM,Network,LogOff,Success,Normal
2790.4781641000122,U5,U8,C6,C6,NTLM,Network,LogOn,Success,Normal
2795.0866586711886,U14,U14,C18,C7,NTLM,Interactive,LogOn,Success,Normal
2797.7288973387726,U4,U17,C8,C18,NTLM,Network,LogOn,Success,Normal
2807.5519650874458,U1,U8,C7,C11,Kerberos,Network,LogOn,Success,Normal
2826.6334610148488,U19,U15,C1,C19,Kerberos,Unlock,LogOff,Success,Normal
2842.625314060394,U8,U14,C16,C5,Kerberos,Network,LogOn,Success,Normal
2849.684557413055,U15,U18,C12,C19,NTLM,Unlock,LogOff,Success,Normal
2861.320692749934,U15,U7,C6,C11,NTLM,Network,LogOn,Success,Normal
2862.670301167333,U9,U3,C2,C12,NTLM,Network,LogOff,Success,Normal
2864.8536099699636,U9,U12,C14,C10,Kerberos,Unlock,LogOff,Success,Normal
2873.8626442803907,U10,U3,C4,C8,Kerberos,Interactive,LogOff,Fail,Normal
2887.9091307145427,U9,U14,C1,C9,NTLM,Unlock,LogOff,Success,Normal
2892.531349385455,U3,U15,C18,C4,Kerberos,Unlock,LogOff,Success,Normal
2893.219476836812,U11,U14,C13,C5,Kerberos,Unlock,LogOff,Success,Normal
2904.6050613621505,U6,U7,C2,C8,Kerberos,Interactive,LogOn,Success,Normal
2906.7845585906252,U2,U17,C9,C9,Kerberos,Network,LogOff,Success,Normal
2909.2333664319012,U7,U12,C2,C15,Kerberos,Unlock,LogOn,Success,Normal
2910.23045321926,U18,U4,C9,C15,Kerberos,Unlock,LogOff,Success,Normal
2913.700159722649,U2,U9,C1,C16,Kerberos,Interactive,LogOn,Success,Normal
2916.408220845051,U17,U6,C11,C14,Kerberos,Unlock,LogOff,Success,Normal
2926.078442127009,U11,U16,C3,C8,NTLM,Network,LogOff,Success,Normal
2932.0865373201686,U12,U2,C4,C18,NTLM,Interactive,LogOn,Success,Normal
2935.6611424374028,U19,U8,C18,C10,NTLM,Network,LogOff,Success,Normal
2941.999920724377,U7,U11,C6,C6,Kerberos,Network,LogOff,Success,Normal
2944.8531573209752,U6,U13,C3,C12,NTLM,Interactive,LogOff,Success,Normal
2958.6962134452824,U1,U17,C11,C2,?,Unlock,LogOn,Success,Normal
2961.36201837477,U17,U8,C15,C7,Kerberos,Network,LogOff,Success,Normal
2975.24687798787,U11,U18,C5,C16,Kerberos,Network,LogOn,Success,Normal
2983.4550329469457,U18,U18,C10,C3,NTLM,Network,LogOff,Success,Normal
2996.793506881518,U17,U14,C12,C13,Kerberos,Network,LogOff,Success,Normal
3007.0889841212565,U7,U15,C15,C3,Kerberos,Interactive,LogOn,Success,Normal
3009.528433843941,U17,U6,C17,C18,Kerberos,Interactive,LogOff,Success,Normal
3041.5511194900364,U9,U11,C10,C11,NTLM,Network,LogOff,Success,Normal
3057.2042777790407,U17,U13,C6,C8,Kerberos,Unlock,LogOn,Success,Normal
3064.092017460685,U8,U1,C18,C6,NTLM,Network,LogOff,Success,Normal
3070.834039682496,U17,U6,C13,C1,NTLM,Unlock,LogOn,Success,Normal
3079.658102439626,U7,U9,C3,C1,Kerberos,Network,LogOn,Success,Normal
3083.3634282779603,U1,U8,C10,C8,Kerberos,Unlock,LogOn,Success,Normal
3090.2859066348424,U13,U11,C14,C5,Kerberos,Network,LogOff,Success,Normal
3098.6300997228363,U19,U19,C6,C16,Kerberos,Unlock,LogOn,Success,Normal
3107.1723331521366,U19,U9,C3,C11,Kerberos,Network,LogOn,Success,Normal
3118.2341247897666,U17,U17,C16,C5,Kerberos,Network,LogOff,Success,Normal
3121.4603468883734,U13,U12,C7,C4,NTLM,Unlock,LogOn,Success,Normal
3126.956861482057,U16,U14,C14,C6,?,Interactive,LogOff,Success,Normal
3137.2581246757836,U8,U15,C9,C14,NTLM,Unlock,LogOff,Success,Normal
3158.4216721715316,U19,U16,C15,C19,?,Interactive,LogOff,Success,Normal
3158.5430589406396,U18,U1,C3,C9,Kerberos,Network,LogOff,Success,Normal
3158.8992486973907,U1,U10,C2,C12,NTLM,Unlock,LogOn,Success,Normal
3193.511127354422,U14,U8,C2,C11,Kerberos,Unlock,LogOn,Success,Normal
3193.9658732747757,U19,U18,C3,C14,Kerberos,Unlock,LogOn,Success,Normal
3195.735057929879,U15,U1,C18,C16,Kerberos,Interactive,LogOn,Success,Normal
3204.019230543239,U18,U2,C14,C1,?,Interactive,LogOn,Success,Normal
3204.949622007299,U2,U1,C18,C13,?,Network,LogOff,Success,Normal
3208.115209313056,U17,U1,C10,C13,Kerberos,Interactive,LogOn,Success,Normal
3211.367598637608,U18,U9,C2,C2,NTLM,Interactive,LogOn,Success,Normal
3213.21239456392,U6,U13,C1,C4,?,Network,LogOn,Success,Normal
3221.3784615395357,U19,U1,C4,C6,Kerberos,Unlock,LogOff,Success,Normal
3223.8836225863215,U_A,U13,C14,C5,NTLM,Unlock,LogOff,Success,Lateral Movement
3225.9286797245754,U1,U7,C1,C3,NTLM,Network,LogOn,Success,Normal
3229.5969358292778,U8,U2,C14,C1,Kerberos,Unlock,LogOff,Success,Normal
3229.976728631976,U7,U6,C16,C4,?,Interactive,LogOn,Success,Normal
3234.795078697485,U3,U7,C14,C2,Kerberos,Network,LogOn,Success,Normal
3241.50500578799,U10,U14,C3,C5,Kerberos,Network,LogOff,Success,Normal
3244.1688377675605,U10,U18,C3,C3,NTLM,Network,LogOff,Success,Normal
3249.19046404644,U19,U15,C9,C9,NTLM,Unlock,LogOn,Fail,Normal
3259.2623110418294,U14,U2,C6,C6,Kerberos,Network,LogOn,Success,Normal
3259.3751151093493,U2,U10,C13,C18,NTLM,Network,LogOff,Fail,Normal
3262.8757863410497,U1,U12,C2,C6,NTLM,Network,LogOn,Success,Normal
3267.239306133935,U18,U17,C8,C19,NTLM,Unlock,LogOff,Success,Normal
3269.7571894799535,U7,U8,C2,C12,Kerberos,Interactive,LogOn,Success,Normal
3273.5534474836154,U8,U11,C4,C11,?,Network,LogOff,Success,Normal
3287.6659892032967,U1,U3,C15,C2,NTLM,Interactive,LogOn,Success,Normal
3293.511804793615,U3,U6,C4,C15,Kerberos,Unlock,LogOn,Success,Normal
3318.7472460832205,U8,U9,C13,C12,Kerberos,Unlock,LogOff,Success,Normal
3328.897025802826,U15,U6,C12,C12,?,Unlock,LogOn,Success,Normal
3341.9468253158116,U5,U9,C13,C9,NTLM,Unlock,LogOn,Success,Normal
3346.911548433263,U3,U7,C14,C2,Kerberos,Interactive,LogOff,Success,Normal
3350.726372172833,U19,U9,C18,C3,NTLM,Network,LogOn,Success,Normal
3370.1571869788113,U1,U18,C6,C12,Kerberos,Unlock,LogOn,Success,Normal
3372.2279594522442,U15,U12,C11,C16,Kerberos,Unlock,LogOn,Success,Normal
3382.196189631081,U8,U8,C2,C1,NTLM,Interactive,LogOff,Success,Normal
3384.828869129847,U2,U8,C19,C3,Kerberos,Interactive,LogOff,Success,Normal
3385.6509036704915,U3,U18,C19,C2,Kerberos,Unlock,LogOff,Success,Normal
3389.2733115954907,U14,U15,C5,C9,NTLM,Network,LogOn,Success,Normal
3394.474934085069,U14,U7,C19,C19,Kerberos,Network,LogOn,Success,Normal
3410.0948785818914,U11,U11,C2,C15,NTLM,Unlock,LogOn,Success,Normal
3415.9879341119995,U16,U16,C10,C18,Kerberos,Interactive,LogOn,Success,Normal
3420.223081382898,U4,U4,C2,C11,Kerberos,Unlock,LogOff,Success,Normal
3421.4813426756114,U5,U6,C11,C16,Kerberos,Unlock,LogOn,Success,Normal
3422.185728975202,U14,U3,C18,C17,NTLM,Interactive,LogOn,Success,Normal
3422.5715030756983,U16,U9,C15,C5,Kerberos,Unlock,LogOn,Success,Normal
3434.1428772093145,U18,U10,C9,C12,Kerberos,Unlock,LogOff,Success,Normal
3437.515010387499,U7,U14,C19,C11,Kerberos,Unlock,LogOn,Success,Normal
3460.2860297660914,U10,U11,C9,C15,Kerberos,Interactive,LogOn,Success,Normal
3463.821174508351,U7,U18,C3,C3,Kerberos,Network,LogOn,Success,Normal
3464.8102617916006,U1,U12,C9,C1,NTLM,Network,LogOn,Success,Normal
3465.5342928405303,U19,U12,C14,C16,NTLM,Interactive,LogOn,Success,Normal
3467.6011419862007,U16,U13,C19,C2,?,Network,LogOff,Success,Normal
3469.0319175213103,U_A,U13,C7,C2,NTLM,Unlock,LogOn,Success,Lateral Movement
3476.275319068414,U4,U19,C16,C3,Kerberos,Network,LogOn,Success,Normal
3479.9573485572105,U18,U19,C16,C8,?,Unlock,LogOn,Success,Normal
3489.4891282287563,U2,U14,C1,C15,NTLM,Network,LogOn,Success,Normal
3490.5046599524107,U1,U4,C4,C7,Kerberos,Interactive,LogOn,Success,Normal
3491.5637761475004,U15,U13,C4,C6,Kerberos,Network,LogOn,Success,Normal
3491.6754677831796,U5,U8,C7,C9,Kerberos,Network,LogOn,Success,Normal
3498.4154977954586,U11,U19,C8,C1,NTLM,Network,LogOn,Success,Normal
3502.8379971088043,U10,U12,C17,C8,NTLM,Interactive,LogOn,Success,Normal
3507.8213075981994,U2,U18,C5,C3,Kerberos,Network,LogOn,Success,Normal
3513.0674860651247,U3,U6,C7,C4,Kerberos,Interactive,LogOff,Success,Normal
3548.3416347981624,U12,U18,C4,C15,Kerberos,Unlock,LogOff,Success,Normal
3549.6038297623354,U5,U19,C6,C6,Kerberos,Network,LogOff,Success,Normal
3550.3586801265706,U5,U5,C7,C15,NTLM,Interactive,LogOff,Success,Normal
3551.9024826042314,U6,U9,C18,C3,Kerberos,Interactive,LogOn,Success,Normal
3552.792971761862,U9,U3,C5,C14,NTLM,Network,LogOff,Success,Normal
3564.193860375348,U2,U10,C3,C14,?,Unlock,LogOff,Success,Normal
3565.818511202424,U12,U19,C7,C4,Kerberos,Interactive,LogOn,Success,Normal
3574.673266029481,U3,U3,C14,C12,Kerberos,Network,LogOff,Success,Normal
